annot_transcript_id logFC logCPM PValue annot_transcript_name adj_pval illumina_TPM_1 illumina_TPM_2 PacBio_K562_1 PacBio_K562_2
ENST00000291439.7 8.88346273591529 5.143691493214 3.02578757146425e-25 AP1M1-201 1.09197647666573e-20 0 0 62 39
ENST00000566233.5 -9.12247228103364 5.58892376227982 3.0516368798148e-25 NA 1.10130523355636e-20 82 77 0 0
ENST00000629983.2 -9.12247228103364 5.58892376227982 3.0516368798148e-25 NA 1.10130523355636e-20 82 77 0 0
ENST00000556230.2 -9.12787923112766 5.59314152972523 3.14342756188408e-25 NA 1.13443157280834e-20 72 87 0 0
ENST00000477128.5 -6.62183225714533 5.59767804619439 3.24462273553729e-25 UTP6-202 1.17095189902805e-20 82 77 1 0
ENST00000490569.5 -6.73655615491573 5.70269746748226 3.28017850442647e-25 EEF1A1-207 1.18378362046247e-20 86 86 1 0
ENST00000478655.6 8.88897261765488 5.15979820719202 3.31164867627396e-25 RPS24-210 1.19514089078051e-20 0 0 86 20
ENST00000279281.7 8.85947521014964 5.1173734091864 3.88498783752189e-25 VPS51-201 1.40205326068328e-20 0 0 54 44
ENST00000461665.5 -9.11292540488044 5.57889944243468 3.88657864241254e-25 NA 1.40262736626026e-20 65 92 0 0
ENST00000355808.9 -9.11418945689941 5.58117485882043 3.94959438178799e-25 NA 1.42536911644347e-20 80 78 0 0
ENST00000367677.3 -4.83718633857667 6.38588405516319 3.96209020645453e-25 MRPS14-201 1.42987873460737e-20 134 144 2 5
ENST00000327304.9 3.99354858766288 6.42616359359775 4.13900342719658e-25 EXOSC3-201 1.49372494684097e-20 9 10 171 68
ENST00000215730.11 3.92169500225969 6.61792668229089 4.1654491287289e-25 SNAP29-201 1.50326893606697e-20 12 11 154 108
ENST00000309061.11 8.86855721438986 5.13407077946321 4.27546732041313e-25 DUS3L-201 1.54297340126389e-20 0 0 72 30
ENST00000291295.13 5.47621304744451 5.28663657090328 5.4590540302383e-25 CALM3-201 1.9701180089727e-20 1 2 60 48
ENST00000308018.8 4.79426789658746 5.56704382192622 5.58765194243826e-25 MRPS12-201 2.01652770950654e-20 2 4 90 43
ENST00000236671.6 8.85788115905281 5.12080517316496 5.93056127780571e-25 CTSD-201 2.1402802595473e-20 0 0 65 35
ENST00000389805.8 5.22423017684731 5.42966673546984 6.1391414307182e-25 SQSTM1-202 2.21555475093189e-20 2 2 83 39
ENST00000455976.6 3.80008671659574 6.89644267327819 6.28320061740174e-25 DUT-202 2.26754427081411e-20 15 15 225 101
ENST00000320330.7 4.49626215541532 5.8399151899967 6.3871438466151e-25 PAGR1-201 2.30505634280492e-20 4 5 104 55
ENST00000505314.2 -9.09091781444469 5.56042178645407 6.4039297970763e-25 NA 2.31111422446686e-20 88 68 0 0
ENST00000368864.8 -9.09473677600624 5.56340603701478 6.54136855076239e-25 NA 2.36071449628464e-20 81 75 0 0
ENST00000397349.6 -9.09637353261506 5.56468474119621 6.60097855287684e-25 NA 2.38222714994772e-20 78 78 0 0
ENST00000498425.1 -4.20362284983647 6.5971020079685 6.89877893096899e-25 EBP-206 2.4897003283974e-20 181 141 10 3
ENST00000450573.5 -6.59570861442572 5.57359193656682 7.02841010345985e-25 SAP18-202 2.53648292223762e-20 78 78 1 0
ENST00000395837.1 -3.93854544514368 7.26826907190562 7.0375280702267e-25 UBB-202 2.53977350526411e-20 262 254 15 10
ENST00000462802.5 8.83649120053771 5.09656762113655 7.73758987822325e-25 CUTA-205 2.79241881115199e-20 0 0 56 41
ENST00000336737.8 8.8343279251967 5.09716036557208 7.76432865825654e-25 HDHD5-202 2.8020685694782e-20 0 0 62 36
ENST00000496459.2 -5.48787758049076 5.86563621552849 7.76957320249332e-25 RBMX-205 2.80396127304781e-20 114 79 2 1
ENST00000300213.8 8.83745613353305 5.09968285432441 7.87889766173634e-25 CCNDBP1-201 2.84341537714403e-20 0 0 61 37
ENST00000506237.5 -9.07777862689178 5.54756322009387 8.02825829835465e-25 NA 2.89731813729321e-20 77 77 0 0
ENST00000582449.5 -9.07777862689178 5.54756322009387 8.02825829835465e-25 NA 2.89731813729321e-20 77 77 0 0
ENST00000376150.3 -3.75839888438636 8.15790362644155 8.73067250410603e-25 PAGE1-201 3.15081240000683e-20 462 504 40 15
ENST00000303210.8 8.81076574205568 5.05702528498509 9.21067191811236e-25 GNB2-201 3.32403938852757e-20 0 0 21 68
ENST00000302787.2 4.56099238598175 5.73238589938696 9.65409193212871e-25 LETM1-201 3.48406523738593e-20 4 4 88 58
ENST00000409476.5 -4.74623982795832 6.29278959869211 1.00114602731393e-24 MDH1-202 3.61303589797324e-20 119 140 3 4
ENST00000253686.6 3.82896976940643 6.59927034210703 1.04763288528877e-24 MRPS25-201 3.78080231971863e-20 13 11 177 87
ENST00000511615.5 -6.67770937450839 5.6577052990447 1.05813717806694e-24 SUB1-209 3.81871126192576e-20 83 83 0 1
ENST00000435064.5 4.17472480212583 6.04329067557173 1.08052977947062e-24 INTS11-208 3.89952392113151e-20 7 6 104 74
ENST00000606497.1 -9.07503459999085 5.54541707928552 1.08853979709188e-24 NA 3.9284312737249e-20 82 72 0 0
ENST00000409987.5 -5.82301477500975 5.66526000665539 1.11218192165461e-24 LSM5-206 4.01375333705931e-20 80 86 2 0
ENST00000583408.5 -9.05894089363738 5.53022836190934 1.34617866089604e-24 NA 4.8582241693077e-20 76 76 0 0
ENST00000556010.2 -9.06059705618077 5.53152490747142 1.35885167420474e-24 NA 4.90395980703749e-20 73 79 0 0
ENST00000541272.1 -9.06481291102003 5.53612294968014 1.40456651697573e-24 NA 5.06894010311371e-20 83 70 0 0
ENST00000515638.5 -8.9191298803937 5.40197369655649 1.51327578035039e-24 NA 5.46126096370652e-20 70 68 0 0
ENST00000556885.5 -8.91970301790599 5.40242836670428 1.5187741313341e-24 NA 5.48110396257163e-20 69 69 0 0
ENST00000579071.1 -8.91970301790599 5.40242836670428 1.5187741313341e-24 NA 5.48110396257163e-20 69 69 0 0
ENST00000407422.8 6.62844171007465 5.0720306346818 1.52151851589677e-24 SMARCB1-204 5.49100817201987e-20 0 1 52 42
ENST00000377843.6 5.79707161994402 5.08158697343349 1.60872333587939e-24 CSNK1A1-202 5.80572164685514e-20 2 0 53 41
ENST00000235332.5 5.18698837926097 5.39208150077887 1.69811894542732e-24 MIIP-201 6.12834146215264e-20 2 2 77 41
ENST00000483994.1 -9.04790298667537 5.52158097566836 1.74771220413636e-24 NA 6.30731857350772e-20 96 56 0 0
ENST00000507777.5 -5.98073816475241 5.82870075379625 1.7782473743344e-24 COPB2-205 6.41751694923543e-20 103 85 0 2
ENST00000541265.1 -9.05413534419729 5.52516539408266 1.79362854551803e-24 NA 6.47302605792e-20 67 84 0 0
ENST00000301964.6 4.72583045918151 5.48732076741562 1.92543064219286e-24 TADA3-201 6.94868664460981e-20 3 3 61 60
ENST00000437604.6 -8.90721315627158 5.39123664784633 1.97812541084236e-24 NA 7.13885679518899e-20 72 65 0 0
ENST00000577952.1 -8.90836189700645 5.39214943006888 1.99267366721839e-24 NA 7.19135999762446e-20 70 67 0 0
ENST00000373895.7 -4.65903867554901 6.20537404420473 1.99279859077679e-24 TFAM-201 7.19181083425435e-20 135 109 4 3
ENST00000377595.7 -8.91008549387125 5.39351851590406 2.01465327853546e-24 NA 7.2706822169066e-20 67 70 0 0
ENST00000309268.10 4.00737912450779 13.1919989788269 2.03371175126444e-24 EEF1A1-201 7.33946233913822e-20 1074 977 18843 7217
ENST00000420712.1 -8.91410943963808 5.39671263484743 2.06667863331073e-24 NA 7.4584365197551e-20 60 77 0 0
ENST00000457607.1 8.79323058799592 5.05698636959565 2.10597229353576e-24 DHX30-207 7.60024341014122e-20 0 0 59 36
ENST00000634734.1 4.98885961859995 5.50528962105073 2.21774625703991e-24 BAG1-210 8.00362446703133e-20 3 2 92 37
ENST00000225655.5 3.66899460113977 9.11551565404091 2.26643408663144e-24 PFN1-201 8.17933397524419e-20 75 76 1264 314
ENST00000574444.5 -9.03985390366022 5.51267475171535 2.26849847833331e-24 NA 8.18678415845709e-20 75 75 0 0
ENST00000409180.1 -5.06506066635463 5.83058057641008 2.34484858714459e-24 MRPL35-203 8.46232406614613e-20 89 97 4 0
ENST00000505059.6 -3.69231850296723 8.09149740065598 2.39569561589622e-24 MRPL36-202 8.64582590820787e-20 441 478 41 14
ENST00000366528.3 -6.53912982762701 5.52191278356721 2.42513740864014e-24 COX20-201 8.75207839404142e-20 75 75 1 0
ENST00000310955.10 3.63640096223012 7.79009207007154 2.45934571880878e-24 CDC20-201 8.87553276460902e-20 30 32 378 211
ENST00000446557.1 -8.89694023555137 5.38179863295477 2.61764082311089e-24 NA 9.4468039665249e-20 71 65 0 0
ENST00000304992.10 -8.90089984253332 5.38621552878428 2.71228481493807e-24 NA 9.78836466863001e-20 83 54 0 0
ENST00000221801.7 3.63420912276763 7.58614289199829 2.87140807209306e-24 FBL-201 1.03626245913766e-19 30 24 356 164
ENST00000397511.6 -9.02715282752237 5.50141140746962 2.89896636558199e-24 NA 1.04620797167488e-19 80 69 0 0
ENST00000360091.3 -9.02770951200531 5.50184830762858 2.90825624224188e-24 NA 1.04956059526267e-19 79 70 0 0
ENST00000415374.5 -9.02882294596337 5.50272206134936 2.92690617441798e-24 NA 1.0562911692857e-19 77 72 0 0
ENST00000568517.1 -9.02993646498394 5.50359575268116 2.94564994928637e-24 NA 1.06305561019796e-19 75 74 0 0
ENST00000449105.7 8.78404278923703 5.04496749231701 2.97411476054472e-24 HNRNPLL-209 1.07332827593298e-19 0 0 51 42
ENST00000376925.7 6.59842400619154 5.04561728489658 2.98562382746757e-24 CST3-201 1.07748178309477e-19 0 1 56 37
ENST00000358625.3 4.72984178222766 5.50419237880577 3.01102622421896e-24 WDR5-201 1.08664925405838e-19 3 3 86 41
ENST00000222005.6 3.76449693375377 6.56376596133854 3.06884872461369e-24 CDC37-201 1.10751681622583e-19 13 12 62 167
ENST00000242210.12 8.78525197976218 5.05276024641617 3.11434192979621e-24 NT5C3A-201 1.12393485904416e-19 0 0 67 29
ENST00000297533.8 8.78525197976218 5.05276024641617 3.11434192979621e-24 TMUB1-201 1.12393485904416e-19 0 0 67 29
ENST00000225726.9 4.03459555874883 6.21475397362465 3.12208252987448e-24 CCDC47-201 1.1267283642064e-19 8 8 137 67
ENST00000269980.6 8.79009291771054 5.05443813459962 3.14516871158355e-24 BCKDHA-201 1.13505993632339e-19 0 0 60 35
ENST00000392221.5 -3.75236506114017 7.45156826971759 3.36740102386966e-24 EEF1B2-202 1.21526135550432e-19 298 287 24 9
ENST00000434478.5 -8.8871679284167 5.37275447034129 3.48156982217208e-24 NA 1.25646373312368e-19 69 66 0 0
ENST00000345728.9 4.96730023473148 5.48227956468661 3.48259281802121e-24 FERMT3-202 1.25683292209567e-19 3 2 86 40
ENST00000529974.1 -8.88774502964468 5.37321427899773 3.49456227925481e-24 NA 1.26115258096027e-19 68 67 0 0
ENST00000578238.2 -3.98910244168596 6.85344040251027 3.51595686855008e-24 SUMO2-203 1.26887367429104e-19 204 180 12 6
ENST00000262302.13 4.7183822886675 5.49110407884871 3.73180289891206e-24 NUBP2-201 1.34677034818837e-19 3 3 81 44
ENST00000552346.1 -9.01827773542654 5.49314310878562 3.79292545627991e-24 NA 1.36882886791686e-19 78 70 0 0
ENST00000650480.1 -9.02106933652598 5.49533514198934 3.8543586543885e-24 NA 1.39099949478227e-19 73 75 0 0
ENST00000378853.3 8.76164783764841 5.02226946085327 3.94774814377771e-24 AURKAIP1-204 1.42470282760794e-19 0 0 47 44
ENST00000373493.9 3.62418763395582 7.64951946113331 4.12756992312025e-24 RBBP4-202 1.48959870955487e-19 30 27 305 218
ENST00000564043.1 -8.87029734993451 5.35679111270761 4.38413445409612e-24 NA 1.58219028313875e-19 60 73 0 0
ENST00000484464.5 -8.87087761850538 5.35725432885718 4.400884662731e-24 NA 1.58823526593299e-19 59 74 0 0
ENST00000338034.8 8.77608275449119 5.04077403614653 4.41003774446851e-24 ELAC2-201 1.59153852160124e-19 0 0 59 35
ENST00000488633.1 3.87334348111766 6.38129371915653 4.48111227589982e-24 CIAO1-203 1.61718860924948e-19 9 11 147 79
ENST00000376573.8 -8.87269566792535 5.35995423561643 4.49952060337648e-24 NA 1.62383199055254e-19 75 59 0 0
ENST00000466234.1 -8.87616395893772 5.36272376340982 4.60249985139761e-24 NA 1.66099617137088e-19 69 65 0 0
ENST00000583407.1 -8.87616395893772 5.36272376340982 4.60249985139761e-24 NA 1.66099617137088e-19 69 65 0 0
ENST00000297564.6 -4.12756921491734 6.5186079017878 4.7584381518848e-24 COX6C-201 1.71727274463371e-19 146 156 11 2
ENST00000644191.1 3.74140920473337 6.62921648543147 4.82139053119322e-24 HARS-215 1.73999162880232e-19 13 13 163 101
ENST00000265471.9 5.12228307594646 5.31923064799749 4.96735093332313e-24 B3GAT3-201 1.79266727832698e-19 2 2 51 57
ENST00000489081.5 -9.00990152261449 5.48526186339934 4.98528568816014e-24 NA 1.79913975200011e-19 75 72 0 0
ENST00000503892.1 -9.01046140573962 5.48570183523778 5.00143613077814e-24 NA 1.80496828523652e-19 74 73 0 0
ENST00000478522.1 -6.49957541915468 5.48592143776057 5.00951281621525e-24 SNRPB2-203 1.80788308024392e-19 74 72 1 0
ENST00000395952.7 4.34007821725367 5.83798402434352 5.31013586906901e-24 ABHD16A-201 1.91637493378831e-19 4 6 99 58
ENST00000397086.6 8.75021050273537 5.01073659648138 5.61627943097798e-24 RNPS1-203 2.02685908384564e-19 0 0 45 45
ENST00000262633.8 8.74889300424771 5.0118928597437 5.65593817627724e-24 RBM42-201 2.04117152843669e-19 0 0 51 40
ENST00000505992.1 -5.74792887676554 5.59746802651154 5.89512628168512e-24 EIF4E-208 2.12749212379734e-19 83 75 2 0
ENST00000348108.8 -8.86565818139546 5.35308501255612 6.11539489623334e-24 NA 2.20698486410165e-19 68 65 0 0
ENST00000404603.5 -8.86565818139546 5.35308501255612 6.11539489623334e-24 NA 2.20698486410165e-19 68 65 0 0
ENST00000560217.5 -8.99128285551485 5.46801780739948 6.12351485279136e-24 NA 2.20991527522387e-19 72 73 0 0
ENST00000348513.11 8.76045537011414 5.02800714829857 6.23057963728611e-24 SMARCE1-202 2.24855388530018e-19 0 0 64 30
ENST00000302078.9 -5.15667629039465 5.93256922323081 7.25603097806214e-24 PLRG1-201 2.61862901967284e-19 106 95 2 2
ENST00000367142.4 -5.09185431680774 5.86545012503427 7.38940153449441e-24 NUCKS1-201 2.66676111978369e-19 115 77 3 1
ENST00000480740.5 -8.84265949352977 5.3321994260078 7.41410596276253e-24 NA 2.67567670090137e-19 69 62 0 0
ENST00000549135.1 -5.8394141910656 5.68941286300167 7.45256109119536e-24 PRR13-206 2.68955477220149e-19 85 84 1 1
ENST00000618908.4 -8.84382310798724 5.33313314033275 7.47246458996895e-24 NA 2.69673774587389e-19 67 64 0 0
ENST00000589913.6 3.60266109265325 8.43141743033672 7.64261255403636e-24 RPL27-206 2.75814244462618e-19 47 51 772 202
ENST00000253003.6 3.63444007628171 6.99807371793241 8.2736288558506e-24 ADRM1-201 2.98586991778792e-19 17 19 200 136
ENST00000547773.5 -8.98677997310069 5.46447229521999 8.34146378089057e-24 NA 3.0103508638856e-19 80 65 0 0
ENST00000542074.1 -5.0073513901654 5.77868242315989 8.66339156750274e-24 SDHAF2-206 3.12653138279606e-19 90 89 4 0
ENST00000233190.10 6.57206792466335 5.01623992901483 8.87591761269955e-24 NDUFS1-201 3.20322990724714e-19 1 0 48 42
ENST00000493471.2 -3.74578940367597 7.46845473155651 9.22324316926949e-24 PSMB5-205 3.32857622735767e-19 297 294 21 12
ENST00000263309.7 -6.58666958432491 5.57439994445394 9.37925866937727e-24 CLNS1A-201 3.38488066119156e-19 81 75 0 1
ENST00000424674.1 -8.8313232642953 5.32187709904054 9.82757867300111e-24 NA 3.54667486729937e-19 69 61 0 0
ENST00000557670.5 -8.8313232642953 5.32187709904054 9.82757867300111e-24 NA 3.54667486729937e-19 69 61 0 0
ENST00000394201.8 -8.83248897793748 5.32281440869441 9.90576678244656e-24 NA 3.57489217411714e-19 67 63 0 0
ENST00000525649.5 -8.83307198897853 5.32328305051773 9.94504191116314e-24 NA 3.58906617531967e-19 66 64 0 0
ENST00000479638.5 -8.83365510226516 5.32375168360581 9.98443809786579e-24 NA 3.60328386513878e-19 65 65 0 0
ENST00000515311.5 -8.83423831737235 5.32422030790904 1.00239555993397e-23 NA 3.61754533624569e-19 64 66 0 0
ENST00000295087.12 3.68078263673659 6.72827240939496 1.00530320179471e-23 ARL5A-201 3.62803872495692e-19 15 14 171 110
ENST00000396663.2 -8.96561244627794 5.44519012122555 1.01166123041874e-23 NA 3.65098421445819e-19 81 62 0 0
ENST00000565650.5 -8.83657218752701 5.32609471628548 1.01832438971647e-23 NA 3.67503089004776e-19 60 70 0 0
ENST00000327435.10 4.12988575638819 5.89771821673784 1.02008043484687e-23 ADI1-201 3.68136828131887e-19 6 6 110 54
ENST00000305414.8 -8.96730941872693 5.44652955650214 1.02197532664677e-23 NA 3.68820675633554e-19 78 65 0 0
ENST00000366510.3 3.82153276014963 6.3974599102094 1.03061781279383e-23 SCCPDH-201 3.71939662459167e-19 10 11 136 89
ENST00000649973.1 -8.97013853812281 5.44876167639246 1.03934823550024e-23 NA 3.75090384709681e-19 73 70 0 0
ENST00000535923.5 -8.97070448424879 5.44920805915647 1.04285037918935e-23 NA 3.76354273345644e-19 72 71 0 0
ENST00000645177.1 -8.97296866683487 5.45099345143195 1.05695138257511e-23 NA 3.81443184457533e-19 68 75 0 0
ENST00000408941.7 -6.46820045091867 5.45753162333604 1.10988309544449e-23 SCP2-205 4.00545710314962e-19 75 68 1 0
ENST00000368690.7 5.33037466298298 5.1465360961409 1.14167841431003e-23 CHTOP-203 4.12020322940347e-19 2 1 51 46
ENST00000261712.7 3.56113347442026 8.10817928851237 1.18932919578317e-23 PSMD11-201 4.29217013466189e-19 40 41 487 249
ENST00000379666.7 -4.25304216342254 6.43186182317138 1.21431379400459e-23 MRPL33-202 4.38233705118317e-19 138 146 7 4
ENST00000620528.4 8.72881272162706 4.99760854441812 1.21629962960515e-23 GATD3B-202 4.38950373328203e-19 0 0 63 29
ENST00000643639.1 8.72881272162706 4.99760854441812 1.21629962960515e-23 FXN-207 4.38950373328203e-19 0 0 63 29
ENST00000376621.7 6.55403392644981 4.99947347525217 1.23005372167266e-23 GNL1-201 4.43914087614447e-19 1 0 48 41
ENST00000290219.10 8.7369551611697 5.00649028453526 1.28283345238816e-23 IFNGR2-201 4.62961764632362e-19 0 0 66 27
ENST00000538403.5 -8.81990099945858 5.31147920345599 1.30429358404682e-23 NA 4.70706511546657e-19 69 60 0 0
ENST00000578756.5 -8.82048479689841 5.31194967400692 1.30953119631287e-23 NA 4.72596713437353e-19 68 61 0 0
ENST00000531978.5 -8.95552950336887 5.4346419228968 1.31201101983442e-23 NA 4.73491656948045e-19 62 79 0 0
ENST00000483140.5 -8.82223684579716 5.31336103657975 1.32534211299944e-23 NA 4.78302715160368e-19 65 64 0 0
ENST00000542179.1 8.74188682741148 5.01273144136018 1.33116492827685e-23 LDHA-220 4.80404110965833e-19 0 0 70 24
ENST00000002165.10 3.56168614154977 7.25290210161503 1.38593952288525e-23 FUCA2-201 5.00171714414058e-19 24 21 256 148
ENST00000566446.1 -8.82957547133434 5.32047107028614 1.40727464049176e-23 NA 5.07871345007072e-19 72 58 0 0
ENST00000493278.1 -8.96504687369854 5.44474361582876 1.41621620552693e-23 NA 5.11098266412612e-19 82 61 0 0
ENST00000291577.10 5.7330803407438 5.03147295670938 1.48436721260166e-23 GATD3A-201 5.35693283355812e-19 1 1 73 21
ENST00000370651.6 8.70424078150456 4.96025802951264 1.48594821706429e-23 AL135905.2-201 5.36263852056332e-19 0 0 25 59
ENST00000412872.3 -3.56342303979583 8.97072167039327 1.49921897064178e-23 AL713998.1-201 5.41053134314912e-19 1025 693 107 12
ENST00000427361.5 -4.08917060199692 6.61572377720868 1.59281040268851e-23 ERVK3-1-202 5.74829346226255e-19 159 164 8 6
ENST00000453187.1 -4.76714297660742 6.11292100136475 1.65871262560574e-23 LINC01287-202 5.98612799454855e-19 107 120 2 4
ENST00000415822.6 8.71304008615911 4.97817011203753 1.66128646914678e-23 MFSD1-203 5.99541673850381e-19 0 0 51 38
ENST00000366759.8 8.71621423117716 4.98077853985391 1.68803557080275e-23 SNAP47-202 6.09195157147003e-19 0 0 50 39
ENST00000642610.1 6.535815026584 4.98254188330233 1.7062971583689e-23 TBCE-230 6.15785581483754e-19 1 0 48 40
ENST00000585242.5 -8.80722235591146 5.30006001197423 1.71916170528581e-23 NA 6.20428267820595e-19 71 57 0 0
ENST00000521346.5 -4.5684628275455 6.12302797611518 1.77368705108435e-23 UBE2V2-205 6.40105919865832e-19 125 104 4 3
ENST00000564669.5 -8.81190159571679 5.30383828781276 1.77573826201042e-23 NA 6.40846181376942e-19 63 65 0 0
ENST00000334678.7 3.99654237295419 6.09097942797835 1.79532239696407e-23 RPS19BP1-201 6.47913899840363e-19 7 8 131 57
ENST00000438552.6 3.65122036584395 6.75396766389879 1.80361839980168e-23 SNRPB-202 6.5090784430443e-19 15 15 187 102
ENST00000243501.9 4.02244696589514 6.01564529233795 2.03716334618029e-23 PLA2G12A-201 7.35191880003005e-19 7 7 122 56
ENST00000498700.5 -3.98877415598297 6.69901815060566 2.04545584183201e-23 CRBN-213 7.38184558758754e-19 166 176 10 6
ENST00000337554.7 4.53433239621859 5.5340042942156 2.08739977891885e-23 TSPO-202 7.53321706214023e-19 3 4 93 37
ENST00000315082.8 6.50730133606132 4.95663046599457 2.24283200415558e-23 RHOT2-201 8.09415641979707e-19 0 1 45 41
ENST00000378251.2 4.268870530323 5.74440249885662 2.26632776684344e-23 LRRC47-201 8.17895027776131e-19 5 5 45 92
ENST00000563468.5 -8.79679341152463 5.29045223236861 2.30590748156944e-23 NA 8.32178951023597e-19 69 58 0 0
ENST00000514825.1 -8.9381550920927 5.41961534416355 2.32366693850244e-23 NA 8.38588161436146e-19 74 66 0 0
ENST00000446587.2 -8.93872527118656 5.42006669646957 2.33169545530168e-23 NA 8.41485572863824e-19 73 67 0 0
ENST00000648322.1 -8.79855059095554 5.29187461879321 2.33441922153763e-23 NA 8.42468552860715e-19 66 61 0 0
ENST00000457199.6 -8.93929550262827 5.42051803607814 2.33974558092986e-23 NA 8.44390782701779e-19 72 68 0 0
ENST00000581375.5 -8.93929550262827 5.42051803607814 2.33974558092986e-23 NA 8.44390782701779e-19 72 68 0 0
ENST00000415995.5 -8.79913656407783 5.29234873320326 2.34398348618307e-23 NA 8.45920200328609e-19 65 62 0 0
ENST00000556760.5 -8.80148167713656 5.29424511748241 2.38254404621714e-23 NA 8.59836320839302e-19 61 66 0 0
ENST00000548278.1 8.70355596375335 4.97035355903677 2.44170379357255e-23 RITA1-201 8.81186482062398e-19 0 0 54 35
ENST00000234111.8 3.6333812892788 10.0777163605874 2.47235043852404e-23 ODC1-201 8.9224654975894e-19 148 154 1444 1276
ENST00000504170.2 -6.54226986878023 5.53341787935283 2.50243322331508e-23 ZCCHC10-203 9.03103125962179e-19 74 77 0 1
ENST00000053867.7 5.67868998195394 4.97639712152842 2.53326638567505e-23 GRN-201 9.1423050592627e-19 0 2 56 32
ENST00000269593.4 3.82029941297809 6.24025608297035 2.64296131226551e-23 IGFBP4-201 9.53818307983501e-19 11 8 97 99
ENST00000320936.9 3.5815371654637 6.77194868986588 2.67293270861294e-23 CIRBP-201 9.64634685211324e-19 18 14 160 124
ENST00000470701.1 -8.7774394875585 5.27245419920629 2.87916239076662e-23 NA 1.03906091520376e-18 62 63 0 0
ENST00000565438.1 -8.78158990740982 5.27696477997664 2.99586678613715e-23 NA 1.08117836444904e-18 75 51 0 0
ENST00000310571.7 5.28903902494532 5.10736793410672 3.02117372423871e-23 PAAF1-201 1.09031138534051e-18 2 1 48 46
ENST00000442664.6 -8.9286775562508 5.41082447628721 3.0708400799763e-23 NA 1.10823547646265e-18 72 67 0 0
ENST00000584583.1 -8.9286775562508 5.41082447628721 3.0708400799763e-23 NA 1.10823547646265e-18 72 67 0 0
ENST00000544314.5 -8.78627850180441 5.28077283140711 3.09722191073969e-23 NA 1.11775641536685e-18 67 59 0 0
ENST00000498406.1 5.04109217225053 5.24801704774487 3.12421224099576e-23 THAP7-208 1.12749695565296e-18 2 2 57 47
ENST00000324366.12 3.52848371366557 7.34775082138237 3.13873023380914e-23 PRMT5-202 1.13273635407938e-18 23 26 261 166
ENST00000229195.7 8.68279772209077 4.94902494827831 3.30980941993787e-23 CNOT2-201 1.19447712156138e-18 0 0 49 38
ENST00000524896.5 -3.61972075528941 7.44503489211967 3.59911195471592e-23 EIF3M-203 1.29888351333743e-18 297 282 27 9
ENST00000461097.1 5.05033934224638 5.26734879656318 3.76768620487695e-23 HSPD1-210 1.35972027447804e-18 3 1 84 26
ENST00000533403.6 -8.76439566614265 5.26071504479814 3.80268068074988e-23 NA 1.37234943087582e-18 64 60 0 0
ENST00000549970.5 -5.0937982873547 5.87483774559617 3.85719168447436e-23 VPS29-207 1.39202190700995e-18 95 97 2 2
ENST00000247003.8 4.50222407607716 5.49448607595754 3.93956792855111e-23 DDX49-201 1.42175066973481e-18 3 4 73 50
ENST00000377811.3 3.61081079041308 6.77209489571211 3.94709259795614e-23 NDUFB11-202 1.42446624767639e-18 14 17 212 86
ENST00000265806.10 4.6062902936826 5.37979401124732 3.99721132735848e-23 R3HCC1-201 1.4425535959304e-18 3 3 63 50
ENST00000414061.1 -8.7739137408937 5.26958717279786 4.11381246165909e-23 NA 1.48463377928815e-18 68 57 0 0
ENST00000649286.1 -8.77508843667805 5.270542873082 4.14846634653835e-23 NA 1.49714001980222e-18 66 59 0 0
ENST00000323146.7 5.02827365217654 5.24265373838962 4.28882573979422e-23 SLC35A4-201 1.54779432123434e-18 2 2 71 35
ENST00000369842.8 4.58630403635433 5.36019580916969 4.74912914924689e-23 EMD-202 1.71391321867171e-18 3 3 60 51
ENST00000567895.5 -5.75263240976174 5.61011694802598 4.79549005453049e-23 TRAPPC2L-213 1.73064440577951e-18 78 81 1 1
ENST00000354488.7 5.30043601938268 5.12726575707877 5.02743280322457e-23 DDRGK1-201 1.81435022435571e-18 2 1 71 28
ENST00000216194.11 -8.7530226083524 5.25033060481807 5.09291703226937e-23 NA 1.83798282777569e-18 63 60 0 0
ENST00000497539.5 -5.01324172417046 5.79321291125329 5.19622725852883e-23 SNRNP200-208 1.87526645533047e-18 96 85 3 1
ENST00000470827.2 -8.75597062578518 5.25273860852848 5.20443017846379e-23 NA 1.8782268071058e-18 58 65 0 0
ENST00000610189.1 -8.75597062578518 5.25273860852848 5.20443017846379e-23 NA 1.8782268071058e-18 58 65 0 0
ENST00000340852.9 4.24634189516138 5.75245453382479 5.23274559455829e-23 HM13-202 1.88844555762014e-18 5 5 101 48
ENST00000563739.5 -8.75851850185979 5.25591758910846 5.3545210189894e-23 NA 1.93239309054308e-18 74 50 0 0
ENST00000439924.6 -8.7632190484375 5.25975559772987 5.54015129115019e-23 NA 1.99938519946319e-18 66 58 0 0
ENST00000273920.7 4.315176874445 5.67192924240659 5.57670502880205e-23 ENOPH1-201 2.01257707784437e-18 5 4 100 42
ENST00000374514.7 3.97545890307185 5.97794446869079 6.36820261654319e-23 LYPLA2-205 2.29822064228427e-18 6 8 128 47
ENST00000611683.1 -8.73801865016972 5.23696492890188 6.6508627870867e-23 NA 2.40022987123172e-18 68 54 0 0
ENST00000504757.2 -4.83991781215002 5.92874125702803 6.65725601919362e-23 SRP72-202 2.40253712476678e-18 117 83 3 2
