logFC logCPM PValue gene_name adj_pval illumina_TPM_1 illumina_TPM_2 PacBio_K562_1 PacBio_K562_2
7.95794424804611 4.16834443943626 8.57408303995816e-09 TRMT61A 0.000120062884808534 0 0 18 36
2.90746234916049 4.35283909006968 8.8907283888006e-09 CDK9 0.000124496869628375 4 4 28 28
2.6317137555135 4.28328496861423 8.91263108994382e-09 TUBGCP2 0.000124803573152483 5 4 35 18
2.43911609554788 4.88769428340052 9.1249287129106e-09 SCO1 0.000127776376766887 8 8 58 25
1.51158928989848 6.10641987029911 9.13581884129399e-09 ATP6AP2 0.00012792887123464 34 31 100 71
1.51742318325589 7.52323599940805 9.1597338288376e-09 HIST1H2AC 0.000128263752805213 90 86 322 157
-2.58058409383561 4.25204226732105 9.25551446669691e-09 AL035446.1 0.000129604969077157 28 25 6 2
-2.58057661104331 4.25125508361832 9.25551446669691e-09 HSPA13 0.000129604969077157 29 24 6 2
-1.73207920158616 5.67318422825347 9.28674379763747e-09 AP002387.1 0.000130042273398318 72 67 28 11
-1.88428274029032 5.13875718851447 9.35464911432255e-09 LINC00662 0.000130993151547859 50 46 17 7
-1.76313858094411 8.08616747751372 9.36863541286268e-09 MYL4 0.000131189001686316 365 406 155 64
1.4769224318072 7.11665607491922 9.38854191647292e-09 PQBP1 0.00013146775245637 66 69 233 122
1.88808226588962 5.11435110433249 9.39743156244822e-09 UBE2J1 0.000131592234168962 13 13 57 33
3.0473306827416 3.89022009657886 9.4885674739049e-09 ICAM1 0.00013286841033709 3 2 24 16
-1.69990716506519 7.78818075347355 9.57406059019139e-09 NDUFB5 0.00013406557044445 320 302 132 52
2.3227238658619 6.16081980897199 9.636887631036e-09 NAXE 0.000134945337497397 22 21 157 54
-1.75990905034802 5.40117142950113 9.69432569510121e-09 VCL 0.000135749642708502 59 55 19 12
2.17124980234252 4.75533041170688 9.71677545481341e-09 SMCHD1 0.000136064006693752 9 8 47 25
1.87543472358184 5.34410375727726 9.76160382179304e-09 FNBP4 0.000136691738316568 19 12 60 45
2.18548038232192 4.6062785246724 9.78730622633534e-09 ASB1 0.000137051649087374 8 7 39 25
3.1268881134327 3.95585478404876 1.00724780884119e-08 TRIP10 0.000141044910672032 2 3 22 20
2.05872752112124 7.36258071728726 1.0187267952498e-08 MDK 0.000142652313138829 58 59 351 127
-4.7578364928455 3.6424348210212 1.03777918023678e-08 AC092718.4 0.000145320218608556 19 17 0 1
-6.90750373350216 3.43104682580633 1.04403053112855e-08 SOD1P3 0.00014619559527393 20 11 0 0
-2.1912879863522 4.6679778361704 1.04654482877992e-08 BOLA3-AS1 0.000146547672374053 37 33 9 5
2.75136770676759 4.06984523696841 1.05254730515066e-08 BAMBI 0.000147388199140247 4 3 27 18
-2.8394099768992 4.10000257829932 1.05254730515066e-08 WEE1 0.000147388199140247 26 22 4 2
1.62014311741963 8.09287684143675 1.07111373850065e-08 PEBP1 0.000149988056802246 124 124 501 230
-1.49769729179902 6.39842522066315 1.08417257626779e-08 OGFOD1 0.000151816685854779 112 112 42 31
1.51558258447976 5.94887125097749 1.09436730171902e-08 TM9SF2 0.000153244253259715 30 28 94 60
-1.70866938344942 6.28508311136763 1.12734298816747e-08 CRKL 0.000157861838633091 129 87 39 22
1.51786973515567 6.25434397025232 1.13866720375298e-08 KXD1 0.000159447568541529 35 37 123 70
-1.50907425209193 6.73508363422441 1.17596371344553e-08 TMEM138 0.000164670198793777 134 151 57 36
-1.8912419228871 6.28425962338535 1.19069381232795e-08 CMSS1 0.000166732854540283 113 108 44 13
3.04590891939134 4.10860942406083 1.19790537394202e-08 YKT6 0.000167742689513101 3 3 24 23
-1.51619448493722 7.88433867068292 1.20180399834861e-08 NUP37 0.000168288613888755 321 323 146 68
2.02648552521907 5.62154219954206 1.20782412834422e-08 PDAP1 0.000169131612692041 19 16 66 63
1.34447757182505 6.80116675098976 1.20906738708486e-08 EPCAM 0.000169305706213493 63 53 171 103
6.94473488624819 3.38354368138818 1.21700991581574e-08 RAP1GAP 0.000170417898511678 0 0 14 15
6.94473488624819 3.38354368138818 1.21700991581574e-08 ZNF408 0.000170417898511678 0 0 14 15
-2.49159750852362 4.46667266882515 1.22938985061803e-08 C6orf106 0.000172151460782043 35 27 6 4
-1.30677732572786 8.08858894836894 1.24777180601332e-08 STT3A 0.000174725485996045 371 344 161 106
-2.44527947619476 4.56225623096329 1.27745945536039e-08 DYRK4 0.000178882647534116 32 34 5 6
1.98588726064724 4.9690518785396 1.28738070636142e-08 RIC8A 0.00018027192031179 10 12 46 35
-2.03137868329194 5.12912081540244 1.30285595833852e-08 OMA1 0.000182438919846142 46 51 16 6
2.46036843343791 4.29727050315174 1.31343534918665e-08 DHRS2 0.000183920351946606 5 5 30 22
3.16744960722195 3.98318172108524 1.32235647620749e-08 FBXW2 0.000185169577363334 3 2 22 21
-2.68357224071422 4.16687107739842 1.33539291705476e-08 PLD1 0.000186995070175178 27 23 5 2
2.22405984529479 4.79724325649076 1.35652032464825e-08 ABCB8 0.000189953541060494 8 9 50 25
2.37972215975104 4.3488057669961 1.3657216828491e-08 RPUSD2 0.000191242007249359 6 5 34 20
-1.4077250852379 7.02444259384016 1.38025000160661e-08 NGDN 0.000193276407724973 174 171 81 41
-2.99876652482493 4.00484241800079 1.39185531187352e-08 ADNP 0.000194901499321649 25 20 3 2
2.89988138292967 3.98862165714484 1.39185531187352e-08 MOSPD3 0.000194901499321649 3 3 28 15
-2.99877401051724 4.00567852573062 1.39185531187352e-08 PAN2 0.000194901499321649 24 21 3 2
2.89988138292967 3.98862165714484 1.39185531187352e-08 PSEN2 0.000194901499321649 3 3 28 15
2.12840593807428 4.80114083604419 1.39730456823244e-08 PELO 0.000195664558689589 8 10 48 26
1.48672016543478 6.06518111463944 1.40570719156067e-08 TRIM28 0.00019684117803424 33 31 104 63
-2.40576396258371 4.75502928804763 1.44019582449022e-08 MIR4458HG 0.000201670621303365 37 39 5 8
4.11913870761551 4.82205517882486 1.45095882940257e-08 HOXB9 0.000203177764881242 2 3 73 18
-1.74424051995526 6.54265502397264 1.46756412910252e-08 SNRPB2 0.000205503004998225 133 127 55 19
-6.76590702991838 3.32118149718949 1.50293196766493e-08 AC084125.1 0.00021045556343212 13 15 0 0
-6.76589204603868 3.31927436415236 1.50293196766493e-08 ATXN7L3B 0.00021045556343212 15 13 0 0
6.82456563631064 3.28335374478941 1.50293196766493e-08 DTX2 0.00021045556343212 0 0 18 9
6.82456563631064 3.28335374478941 1.50293196766493e-08 GNPTG 0.00021045556343212 0 0 18 9
-6.76587706231419 3.31736860357518 1.50293196766493e-08 IGLV2-23 0.00021045556343212 17 11 0 0
6.82459633970165 3.28713509357585 1.50293196766493e-08 PPP6R1 0.00021045556343212 0 0 17 10
4.30100161045821 3.82466250563686 1.5501555309459e-08 PPP1R16A 0.000217068278998355 1 1 19 21
-4.58923234637353 3.5051044689883 1.55310960680259e-08 AL355472.1 0.000217481938240566 17 15 1 0
4.24619703340377 4.64770476208243 1.55746339506457e-08 REEP4 0.000218091599210891 2 2 64 16
2.30947128510119 4.41049339917411 1.55779229015439e-08 GTF2F1 0.000218137654390319 7 5 34 22
1.59329394591584 5.82437050402809 1.56926935602518e-08 ATP6V1H 0.000219744787924205 29 22 83 59
-2.14547025298498 7.4890054543044 1.5700994784938e-08 IFITM3 0.000219861029973487 254 281 92 27
2.30046645834377 7.50880715408662 1.59842184428026e-08 KHDRBS1 0.000223827010854565 64 51 211 276
2.52249374160161 4.20261120554303 1.60385331028639e-08 C9orf64 0.000224587579039404 5 4 31 18
2.52252441391461 4.20584130367009 1.60385331028639e-08 MOCOS 0.000224587579039404 5 4 30 19
-2.73983871767108 4.21355405762691 1.60385331028639e-08 ZNF761 0.000224587579039404 28 24 4 3
-1.45271754649935 9.68830323383634 1.6113499988696e-08 HNRNPC 0.00022563734034171 1174 1072 476 288
-2.37951817063703 4.50903839263394 1.65454223171405e-08 TIAL1 0.000231685548706919 33 30 5 6
2.32195752114432 4.70479116702836 1.6565269035357e-08 FOXRED2 0.000231963462302104 9 6 48 23
-1.78690480657509 6.2139743269763 1.67543845223627e-08 CLDND1 0.000234611646466645 106 101 43 14
-2.25368568591925 9.64365800150126 1.68725930049853e-08 AL365226.2 0.000236266919848809 1105 1334 379 128
1.44256147189855 6.23896203758822 1.70872580121257e-08 EIF2B4 0.000239272873943796 37 37 115 72
-1.55104249404724 7.55811724840206 1.73756249719279e-08 CD59 0.000243310876481906 263 253 118 50
2.19042332243504 4.777884820395 1.7376276606351e-08 VTI1B 0.000243320001318732 9 8 39 33
-1.28324670148248 7.70809128122967 1.75263530551676e-08 APOBEC3C 0.000245421521831511 292 254 129 79
-1.39847750023358 8.16160738787402 1.75270510782651e-08 GSTK1 0.000245431296248946 371 393 174 98
-1.88705314393463 5.21614308570426 1.77220206827702e-08 CEBPZOS 0.000248161455620831 52 49 13 12
1.5940778554432 5.85658493112331 1.7989823899668e-08 PGM2 0.000251911504067051 25 27 84 61
2.49443497231355 4.4439614771017 1.86963916900236e-08 SUV39H1 0.0002618055728354 5 6 31 27
-2.21232142559438 4.58440036367365 1.9105124928622e-08 HERC1 0.000267529064375494 37 29 9 4
-2.21232142559438 4.58440036367365 1.9105124928622e-08 RCC2 0.000267529064375494 37 29 9 4
3.75840667229628 3.84902490579586 1.93309161331829e-08 SPSB3 0.00027069081861296 2 1 20 20
4.03315886085025 3.6120897223186 1.96493953877262e-08 FBXW9 0.00027515048361433 1 1 23 11
1.37723474945187 6.67238448681147 1.9709459627992e-08 NAMPT 0.000275991563170773 55 49 143 105
-3.4871192938574 3.79120980768219 1.97344597339798e-08 AL591468.1 0.00027634163965492 21 18 2 1
-1.3855079059876 6.59300295620918 1.97463804399077e-08 FANCI 0.000276508565300028 137 116 52 37
-1.96324722178789 4.96678182958661 2.02962700175391e-08 EEF1AKMT1 0.0002842086690556 43 42 12 8
-1.74387785569869 7.91840525861169 2.08256850716244e-08 ECI2 0.000291622068057956 351 335 144 54
1.98334944642473 5.02343784028123 2.09374806520514e-08 FBXO9 0.000293187541570676 13 10 46 38
1.94021250580831 5.34938061123128 2.13999590290348e-08 CRLS1 0.000299663626283574 15 15 74 35
-2.74887560839688 4.02343354766196 2.15001170577252e-08 USP2-AS1 0.000301066139159326 23 22 6 0
1.85290139892935 5.83931144817714 2.15845840794547e-08 GUSB 0.000302248930864604 24 21 76 71
-2.52485390637213 4.35382500643805 2.16514747281728e-08 AC022784.1 0.000303185600618604 27 30 7 2
-2.11101249876785 10.5849591498192 2.1671361150039e-08 NDUFS5 0.000303464070183997 2274 2354 778 277
8.50927093396933 4.64239442617937 2.17109192917109e-08 FKBP8 0.000304018002841827 0 0 19 57
1.75015611127328 6.42952315842043 2.19423875266102e-08 RNASEH2A 0.000307259252535123 35 37 161 71
-1.76954570553229 6.07765031008594 2.19585452772988e-08 DERL2 0.000307485509518015 93 94 39 13
6.77473138286326 3.25805401702631 2.24784479104399e-08 KIAA0513 0.00031476570608989 0 0 13 13
2.10624669138926 5.05474732184089 2.26132193857237e-08 RRP8 0.000316652911058289 11 11 62 28
-2.86897209391591 4.12662815507607 2.33622602958325e-08 GBA2 0.000327141730922543 26 23 3 3
-2.3141351401886 4.44397475486114 2.35350066140788e-08 AC126175.1 0.000329560697616946 31 29 9 2
1.96208283532371 8.54519909956987 2.36230353933018e-08 POLR2L 0.000330793364612405 137 145 785 293
-2.17218306141392 5.47413190132844 2.37505563257124e-08 EAPP 0.000332579040228951 70 58 23 4
-2.27695206200889 4.63979568886989 2.38850565494814e-08 MS4A4A 0.000334462446862388 33 36 8 5
-1.26034585580801 7.48843097951839 2.40300465971234e-08 PLRG1 0.000336492742499519 241 224 111 69
-1.52314547351521 6.74168813925137 2.41737117945239e-08 SAP30BP 0.000338504486258718 151 138 67 28
2.05292778700184 4.81434696765935 2.47753902898964e-08 CSRP1 0.000346929790229419 10 9 48 26
2.64375247601155 4.43270939329068 2.48229568217775e-08 TFR2 0.00034759586437535 5 5 42 18
-1.57984171139152 8.03271422781812 2.48453866676989e-08 TXN2 0.000347909949507788 325 394 150 78
-1.28097722962475 7.28722008955664 2.48860814082233e-08 EIF1B 0.00034847979795935 218 188 97 58
-3.20693896269877 3.8994483818245 2.51569375182512e-08 AMHR2 0.000352272596068071 20 22 4 0
2.45124758576054 4.40074904172686 2.5209623138451e-08 YTHDC2 0.000353010352807729 6 5 38 19
-1.84724327616783 8.92179803435523 2.52734291257184e-08 CAPZA1 0.000353903828047435 716 689 276 104
-1.40100727031597 8.33171988577365 2.59131412402403e-08 HAX1 0.000362861716787085 428 434 202 106
2.65018299802213 4.29957270722996 2.59165752667064e-08 ZDHHC12 0.00036290980345969 5 4 37 17
1.49713141120878 6.9778740358083 2.59939237345695e-08 TPX2 0.000363992914055177 71 51 173 139
-1.42752629176271 8.01832950460738 2.63827861990311e-08 UCA1 0.000369438155145033 347 349 164 81
2.5771726596518 4.61212485816733 2.64200249940424e-08 PPP3CC 0.000369959609991576 6 6 33 33
1.89927426688216 5.27189816961343 2.6540786736241e-08 GLRX2 0.000371650636667582 14 15 68 34
-1.50568475451828 7.80447532997039 2.67922636467935e-08 TARDBP 0.00037517206784605 353 258 106 88
-1.84602932433625 6.34238810610042 2.70201029494658e-08 LYPLAL1 0.000378362501601369 119 110 47 14
-1.42665074074054 6.25933568869688 2.74173784994137e-08 NUCB2 0.00038392555112729 108 93 42 27
2.41373392311792 4.38297911684725 2.81019113340153e-08 ZNF584 0.000393511064410217 6 5 30 25
-1.47650609575582 6.2183949214611 2.81832166643363e-08 LZIC 0.000394649582950702 100 97 44 22
-2.23154864485316 8.13456532750836 2.82668704538168e-08 TIMM10 0.000395820986964796 409 442 140 40
2.22883882595029 9.9457272145737 2.84583879672911e-08 CHCHD2 0.000398502806705977 304 338 2235 754
-2.04557187220788 4.72453111090578 2.88583142316224e-08 AC069277.1 0.000404102974185409 38 34 12 4
-1.52168437516445 8.74665726967578 2.89253956714747e-08 PSMA3 0.00040504231558766 590 588 265 126
3.06246538221613 4.12326781474995 2.90080860555422e-08 TMEM39B 0.000406200229035758 3 3 35 14
-2.1387555418991 9.03484092749404 2.92158331577349e-08 TMEM14B 0.000409109311707762 779 801 269 86
-6.71391158815891 3.27829799340113 3.00395833544872e-08 AC018521.2 0.000420644285712885 15 12 0 0
-6.71391908042322 3.2792573519793 3.00395833544872e-08 CU638689.5 0.000420644285712885 14 13 0 0
6.71466833081598 3.21251444517114 3.00395833544872e-08 MFSD3 0.000420644285712885 0 0 13 12
6.71463762275901 3.20867364780678 3.00395833544872e-08 TNFRSF1A 0.000420644285712885 0 0 14 11
-1.50048942320294 6.42999907115952 3.0098215152517e-08 MRPL30 0.000421465306780695 115 114 40 34
2.57542764310419 4.2403551917231 3.02731234888852e-08 PUS1 0.00042391454821486 5 4 34 17
-1.96573025119713 9.42220772607557 3.08251539894573e-08 UBL5 0.00043164463131437 985 1036 371 136
1.83183024532237 5.02075729296461 3.10510620955597e-08 SEPT6 0.000434808022524122 14 11 51 32
2.44936726434178 4.51921621101073 3.12169845230681e-08 AQP3 0.000437131434276522 6 6 32 29
2.97377681486797 3.83362097181702 3.15385832254163e-08 MINDY2 0.000441634780905504 3 2 23 15
-2.33415488046879 4.46994872834935 3.1640762631192e-08 ATF7 0.000443065599124581 33 28 6 5
1.50586456416169 5.86864727851945 3.17426847976274e-08 CDK2 0.000444492815221176 28 27 88 57
1.30167046926908 6.95893522055255 3.18621289921623e-08 NGLY1 0.000446165392277249 67 65 177 123
-2.02851591685034 4.99350722891837 3.21097905696156e-08 GGCX 0.000449633397346327 45 43 16 4
1.83934363130537 4.97262697975162 3.26000886384309e-08 FAM3C 0.000456499041203947 14 10 48 32
5.08174604430615 4.56074476607408 3.30678815141722e-08 RPL9P7 0.000463049544842953 1 1 64 13
6.84038626619064 3.30232107652653 3.35620741746459e-08 AC006064.6 0.000469969724667566 0 0 13 14
6.84038626619064 3.30232107652653 3.35620741746459e-08 HIST2H2AC 0.000469969724667566 0 0 13 14
-2.31564978217595 4.44472247793525 3.37289102891489e-08 TTLL4 0.000472305930778952 30 30 9 2
-1.94435909942188 10.5913772777847 3.44004584317461e-08 ATP5PO 0.000481709619419741 2119 2414 818 331
5.17552065267159 3.80331858039347 3.46693997722587e-08 CDC34 0.000485475605010939 0 1 17 23
1.31745353898175 8.7749121615446 3.49513906647678e-08 VAPA 0.000489424323478743 239 227 666 414
1.3524361074152 8.84660937231013 3.50805074594244e-08 PDIA6 0.00049123234595432 253 229 654 472
-1.4796920159095 6.16404185388236 3.51600848799668e-08 NAT10 0.000492346668574174 106 84 40 23
-1.34196597438831 6.68239857060693 3.52304123214001e-08 RNF14 0.000493331463736565 146 122 62 36
-1.55315009649864 6.17877240887407 3.56066381241082e-08 TMEM101 0.000498599753651887 96 98 43 19
2.53401223139074 4.6796845719169 3.58115046913942e-08 MGAT1 0.000501468500193592 7 6 34 35
-2.64039616010416 4.2961551808271 3.59078405840958e-08 CCL26 0.000502817491699093 25 30 6 2
3.19890885835845 4.44185648561827 3.6463201907899e-08 SCO2 0.000510594216316309 3 4 48 16
2.5781601303713 4.72683515895925 3.69172028780417e-08 POLA2 0.000516951591901218 7 6 54 21
-3.82299625430866 3.60820231241674 3.71496180918937e-08 ATP13A3 0.000520206102140788 19 15 1 1
-3.82304197333891 3.60642956863896 3.71496180918937e-08 FAM19A2 0.000520206102140788 17 17 2 0
3.58860604017278 4.0409517686185 3.77818893768709e-08 MVB12A 0.000529059796944323 2 2 22 24
1.56313371120138 5.72127105954545 3.82200021232665e-08 UBE2F 0.000535194689732101 23 25 81 51
-1.52587577235307 6.61864733258609 3.84772546874906e-08 SINHCAF 0.000538796997388931 139 126 62 25
-1.48176672068083 6.63911085222592 3.86714380374217e-08 CDK7 0.000541516146838016 143 124 63 27
1.697691777507 6.8865372194452 3.91700863174834e-08 TECR 0.00054849871870372 47 55 220 98
3.97067178778243 4.33006249732045 3.92297278543977e-08 RILP 0.000549333879145131 2 2 24 34
2.22071047585806 4.44484765325559 3.95660206208541e-08 SIRT2 0.000554042986753819 6 7 36 21
3.44248448616244 3.93262761684041 3.97675714067611e-08 HMGXB3 0.000556865302408875 2 2 21 21
-1.57882249924925 5.87603202396759 4.02947882567816e-08 COMMD10 0.000564247919959712 78 78 27 21
-1.66905987412717 6.17478973266738 4.08330601807332e-08 C1orf123 0.000571785341710807 97 99 28 28
1.94588135064401 5.31038498093451 4.1130418265756e-08 NUDT22 0.000575949246975381 13 16 72 34
2.07143533807495 4.60746950440102 4.26022011928825e-08 KLHDC2 0.000596558623303933 8 8 38 25
-1.48374355404306 6.32932616868339 4.28519047459359e-08 DLEU1 0.000600055222157341 103 110 46 25
-1.49781350963692 6.2047627019317 4.35335303731179e-08 NFE4 0.00060960002581477 100 96 45 20
-1.4800163773948 6.28646328624466 4.36984948596334e-08 TANK 0.000611910023519447 116 91 39 29
1.85719862248547 5.332010764362 4.42112290932065e-08 MESD 0.00061908984099217 15 16 71 35
1.67063944487791 8.50184986690955 4.45050366543303e-08 SRSF2 0.000623204028270587 161 160 693 295
7.61420944377809 3.87448597048113 4.53135653987241e-08 TMEM259 0.000634525856278334 0 0 15 28
1.46854049574006 6.35137736149288 4.55841222858057e-08 ABHD16A 0.000638314464368137 37 42 131 74
2.14014234032572 5.76461341786371 4.6408364277236e-08 ITPA 0.000649856324974136 18 18 112 42
-1.59170183657673 9.11197506308398 4.64535313278535e-08 FDPS 0.000650488799183932 798 743 339 151
-2.44551164969947 4.28861533506814 4.77132678760551e-08 PSMA3-AS1 0.0006681288900684 29 25 8 1
-1.76060961721175 8.40608957684274 4.77946773063915e-08 GTF2A2 0.0006692688663214 479 487 201 76
-1.68492221766932 8.29958232818284 4.80000045309478e-08 PDE4DIP 0.000672144063446863 432 452 122 123
-1.73879307256786 5.3473034688057 4.89001620751902e-08 PPCDC 0.000684748969538889 56 53 17 13
-1.95091253341981 4.88119943721913 4.9846561556891e-08 MUC20-OT1 0.000698001401481145 45 35 13 6
-2.23480472252777 4.5048310765108 5.0108705382399e-08 C2orf68 0.000701672201469733 33 29 7 5
-1.43706523230079 6.10964690168775 5.02997644893371e-08 TATDN1 0.000704347602144188 95 86 40 22
4.09769947755054 3.6684883761662 5.06228851350475e-08 LDLRAP1 0.000708872260546071 1 1 17 18
2.02955224603766 4.65459461320264 5.0858826775027e-08 TMEM9B 0.000712176151330703 8 9 40 25
-1.33665503474372 6.71058166164423 5.37224677406783e-08 ERGIC2 0.000752275715772718 143 130 67 34
-1.84733274312925 8.21761106789495 5.41235081056337e-08 NOP56 0.000757891484003188 469 393 173 60
-2.16625603109392 4.65631143582715 5.45540699176673e-08 PSME4 0.000763920641057095 39 30 7 7
3.82019642201607 6.7570875019937 5.4672358803112e-08 CDC37 0.000765577040319977 14 13 87 224
-1.4872912870243 8.01906596873446 5.51735581442569e-08 C19orf53 0.00077259533469403 340 363 163 76
1.51722877417558 6.50190665010235 5.6099232837132e-08 DIMT1 0.000785557557418359 46 40 157 76
-1.6630807665798 5.45900695204494 5.6674226986751e-08 SUGT1 0.000793609200495474 60 57 20 14
-2.68301507399077 4.1725250727348 5.73056934073395e-08 NUDT19 0.000802451624782975 28 22 3 4
2.93559038101815 3.8097419214807 5.73152170625094e-08 NUFIP1 0.000802584984526319 3 2 21 16
2.97374612669847 3.83014390208127 5.73152170625094e-08 SLC44A2 0.000802584984526319 3 2 24 14
1.98011139174715 4.89382599526759 5.73897889417581e-08 DDX19B 0.000803629214551439 11 10 52 26
-2.02755255474217 4.95752606632875 5.74294069227985e-08 UBR5 0.000804183985139947 47 38 9 10
-1.37039988436226 7.8289882119796 5.74366601629742e-08 SDHAF3 0.000804285552262128 311 293 149 72
-1.73399836797308 5.24149252508203 5.74597133329253e-08 HDAC8 0.000804608365800953 51 50 18 10
1.29842473211858 7.37183470299716 5.79020381802038e-08 IDH3B 0.000810802240637394 93 84 265 144
2.65238464855611 3.99592515606332 5.8223054334966e-08 REST 0.000815297429852528 4 3 25 17
-1.82027323509807 5.20737203982532 5.83666367888282e-08 DMTF1 0.000817308014953962 57 43 16 10
1.33234640284988 6.51245708070311 5.86698913171387e-08 TFDP1 0.000821554488113893 51 44 128 92
1.55033932579523 9.9219788212427 5.91952855548801e-08 PGK1 0.000828911583624986 463 455 1703 856
2.12314770341139 5.00608181215917 5.99134593797978e-08 SURF2 0.000838968171695308 10 11 60 27
-6.66001081910753 3.23903497904761 6.00425420035949e-08 AC025259.1 0.00084077571567634 12 14 0 0
-6.6599958337747 3.23710310299969 6.00425420035949e-08 AC068547.1 0.00084077571567634 14 12 0 0
-6.6599958337747 3.23710310299969 6.00425420035949e-08 AC114546.3 0.00084077571567634 14 12 0 0
-6.66001081910753 3.23903497904761 6.00425420035949e-08 AL590133.2 0.00084077571567634 12 14 0 0
-6.66001081910753 3.23903497904761 6.00425420035949e-08 CT45A8 0.00084077571567634 12 14 0 0
-6.66001081910753 3.23903497904761 6.00425420035949e-08 CT45A9 0.00084077571567634 12 14 0 0
6.65629747440813 3.16176680746937 6.00425420035949e-08 LMF2 0.00084077571567634 0 0 14 10
-6.6599883411665 3.23613771225553 6.00425420035949e-08 TTLL3 0.00084077571567634 15 11 0 0
6.71457620860128 3.20101119936736 6.00425420035949e-08 WDR24 0.00084077571567634 0 0 16 9
1.91034025511466 5.32930211909701 6.04574051949568e-08 GCHFR 0.000846585044944981 14 16 73 34
1.97820185383368 5.67314960258315 6.1332046685807e-08 NME4 0.000858832649741356 18 19 99 41
2.16424273872111 4.49602006242368 6.30451538253014e-08 TMOD3 0.000882821289015695 8 6 38 21
6.65705264747833 3.1694902882887 6.3976246583715e-08 HDGFL2 0.000895859380911761 0 0 12 12
6.65705264747833 3.1694902882887 6.3976246583715e-08 HIP1R 0.000895859380911761 0 0 12 12
2.37510522602825 4.23421145507864 6.41308282100583e-08 ZNF274 0.000898023987425446 5 5 28 21
-1.59532820683274 5.51543348339439 6.44569702863706e-08 HIST1H4H 0.000902590954920048 64 57 24 13
-2.95496540271868 4.19692176757901 6.49148584788187e-08 SERHL2 0.000909002763278898 23 29 3 3
-1.89581783038338 5.10179954433803 6.54164549799293e-08 ZFAND2A 0.000916026619083949 44 49 14 9
-2.14872295548183 10.7282646142586 6.56663368042483e-08 B2M 0.000919525714269889 2463 2668 858 289
1.81528922420667 5.99574985594789 6.66847185065477e-08 ACO2 0.000933786113247187 24 27 120 52
1.92352451286497 5.66932097328521 6.72779891133027e-08 PLOD1 0.000942093681553578 17 21 96 42
-1.68205426522659 8.7098460463209 6.75051495178761e-08 MRPL21 0.000945274608698819 540 635 245 108
-3.37246345275501 3.69837442610984 6.75959135361005e-08 ARID1B 0.000946545577246015 20 16 3 0
-3.37244020383123 3.7027928984643 6.75959135361005e-08 CU633906.2 0.000946545577246015 19 17 2 1
2.82174821992598 4.89134072750742 6.7597684162344e-08 PTMS 0.000946570371325303 7 6 36 46
-2.28653372776172 4.42989373354427 6.85186697840895e-08 PHACTR1 0.000959466932986605 33 26 7 4
-1.88979748928015 5.54489881031558 6.94728368042831e-08 TMA16 0.000972828133770376 73 57 26 7
2.1737638451935 4.68503893852452 7.0179156641537e-08 PCGF6 0.000982718730451442 9 7 36 31
-1.36207368904876 6.38659276020229 7.086377935398e-08 SSBP2 0.000992305502293782 110 107 47 31
-2.29097373866195 4.43061308138778 7.08930073842898e-08 SPARC 0.00099271478240221 28 31 8 3
-2.28732921063405 4.43290263499292 7.3843931728078e-08 N6AMT1 0.00103403657598828 29 30 7 4
-2.1662747156023 4.55767755455601 7.51123818719773e-08 USP34 0.0010517986833533 35 29 7 6
-1.56055665833743 6.11577662791905 7.51578892092241e-08 CCNB1IP1 0.00105243592259676 99 86 29 28
1.34786513631421 6.40068440514122 7.60540723704483e-08 GFM1 0.00106498517540339 45 42 119 85
1.49941992666932 6.472120616378 7.66124337350076e-08 CUL1 0.00107280390959131 46 39 118 100
-1.21109831180446 7.36775107095406 7.6635847927423e-08 RAB11A 0.0010731317785277 222 201 103 66
1.27352528330902 6.63947667120715 7.67916706173969e-08 SUPV3L1 0.00107531376365541 56 51 147 93
-1.53248208286976 7.05584321485678 7.93879498684181e-08 TPRKB 0.00111166946200746 183 178 85 34
1.98653697118507 5.19432636834445 7.97677690094657e-08 BCAT2 0.00111698806943955 11 15 67 31
-3.20530203222116 3.90455060167066 7.99440193068142e-08 CU638689.4 0.00111945610235332 22 20 2 2
-3.2052787815347 3.90881810645575 7.99440193068142e-08 SMPD4P1 0.00111945610235332 21 21 1 3
-2.65455081809278 4.14827043761759 8.21612056568798e-08 ZFPM2-AS1 0.00115050336281329 26 23 4 3
2.06719516560158 4.75364871084858 8.21943112545063e-08 RCCD1 0.00115096694049685 9 9 47 24
2.26125553468492 5.11631992921237 8.38436221349552e-08 RALA 0.00117406224075578 12 9 70 27
1.77915175102333 4.98296635666393 8.55556503027294e-08 MAPKAPK5 0.00119803577118912 14 11 49 31
2.02013537301203 4.72821150684993 8.63741472026723e-08 RUSC1 0.00120949718327902 9 9 38 30
1.80847188095034 5.00191481081111 8.75757719445975e-08 TUBGCP4 0.0012263235345402 13 12 53 29
1.82937819910057 4.84830512612241 8.83801562994579e-08 MAP3K20 0.00123758732866131 12 10 45 28
2.45292449793852 4.28141980260071 8.83900293936486e-08 ALDH2 0.00123772558159926 5 5 35 17
-1.68594147457188 5.34284974918451 8.95995411850084e-08 YAE1 0.00125466237521367 54 54 20 11
1.25752646430611 7.07129204437705 9.01120275963654e-08 PCCB 0.00126183872243191 73 73 205 121
2.34498772871054 4.20636794204553 9.13319820499632e-08 SH3BP5 0.00127892174464564 6 4 29 19
